"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Disc Number","Track Number","Track Duration (ms)","Added By","Added At"
"spotify:track:1IcEInXt7sDkjWf47OacRS","Lifeline","spotify:artist:4e6pQ61gYReORJoXcrQH1Z","Alix Perez","spotify:album:7mPRIavA0cAvx6CidVNdTo","Ravana EP","1","2","284853","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-21T10:50:56Z"
"spotify:track:2XRCWJ4ETKWRaWTTb9C3XH","Cross Polarity","spotify:artist:2vnlhEYTh2K1O3NZE2ONiz","J:Kenzo","spotify:album:7bOMUf3vohmdiwxC6NkKwJ","Cross Polarity","1","1","335569","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-21T10:53:10Z"
"spotify:track:7aUSAQxWiI9ohlYq12ekUK","Danger Zone","spotify:artist:7v5C9SalNHvwDF5sTpWDhi","Sepia","spotify:album:5twxO5Bk430yiOADGAKRsg","Sanctuary","1","2","278906","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-21T16:22:32Z"
"spotify:track:1dGOBHVWfVGtSi4ZAd3umS","Greedy Gutz","spotify:artist:7ygSJBM6sZ0vXGJvjnL1V5","ENiGMA Dubz","spotify:album:5JaahHECRAkFqxfDbA6h7M","Greedy Gutz EP","1","2","227320","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-24T07:00:51Z"
"spotify:track:5DSKExVVo2BAB2wTWRxUVW","Mercy","spotify:artist:0Dk9atH2YtBzyWlxu5VpyC","Somah","spotify:album:0zfH6mXiQngxOv7AnZYnHt","Mercy","1","1","246857","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-24T07:13:33Z"
"spotify:track:0auoDfrTyxbMsWcUkCOwhr","Hebrew Flip (feat. Rider Shafique)","spotify:artist:0Dk9atH2YtBzyWlxu5VpyC, spotify:artist:3Q0LSoV64A2FTwAFCzyDyq","Somah, Rider Shafique","spotify:album:5sgLQHoYTuoGeojTDvK8yk","Dark Arts","1","2","206459","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-24T07:13:39Z"
"spotify:track:4ohuMIQrNE3FySTztwxEXJ","How We Move","spotify:artist:0Dk9atH2YtBzyWlxu5VpyC","Somah","spotify:album:5sgLQHoYTuoGeojTDvK8yk","Dark Arts","1","3","300138","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-24T07:13:39Z"
"spotify:track:3vc6TuCmZZSHLaR80dHPXi","Binural (feat. Surreal)","spotify:artist:0Dk9atH2YtBzyWlxu5VpyC, spotify:artist:3UYGLozzkm5W6FtmElJbBL","Somah, Surreal","spotify:album:5sgLQHoYTuoGeojTDvK8yk","Dark Arts","1","4","257629","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-24T07:13:39Z"
"spotify:track:0x6YLV6scR4KE2Zfq23ise","Dreamin","spotify:artist:39o1PEHoC5IYfzgYG1Vjx0","WZ","spotify:album:7bhWEjVCt2OHoLy3pDIkkg","Dreamin","1","1","262285","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-27T21:28:08Z"
"spotify:local:Glume+%26+Phossa::Puppetz:182","Puppetz","","Glume & Phossa","null","","0","0","182000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-28T09:50:04Z"
"spotify:track:5K5zkNstL8XGKjQKGIh6Or","skraa","spotify:artist:571ojpVCIGwAp4c1LV8yxI","sfam","spotify:album:3qTPx6mOc1XLrJAp44Rnqx","skraa","1","1","147428","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-28T20:03:32Z"
"spotify:track:03oVRqjj5nj89klXGIo5m6","Storm","spotify:artist:2olqJvEmZ1i22YG7Rougqn, spotify:artist:1sB60t17f7DS5bLiH4Kx2K","RDG, DubApe","spotify:album:7LmUvaLMtkqJjoD1g0LePe","Storm EP","1","1","328309","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-31T21:31:36Z"
"spotify:track:1jAzVQPHNm7wPpf8SRURot","Drift","spotify:artist:2olqJvEmZ1i22YG7Rougqn, spotify:artist:1sB60t17f7DS5bLiH4Kx2K","RDG, DubApe","spotify:album:7LmUvaLMtkqJjoD1g0LePe","Storm EP","1","2","339217","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-31T21:31:47Z"
"spotify:track:3SF97e3vqjuBqtHHOpzCnt","Sanctuary","spotify:artist:7v5C9SalNHvwDF5sTpWDhi","Sepia","spotify:album:5twxO5Bk430yiOADGAKRsg","Sanctuary","1","1","262696","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-31T21:35:02Z"
"spotify:track:702K0YXZU341ytfLD1Opem","Haze VIP","spotify:artist:3gy5cNrDadVI5kDFcYgelE","TMSV","spotify:album:7pH0dE00zeBAMXF85S4ogS","Haze VIP","1","1","355316","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-07-31T21:39:54Z"
"spotify:track:024v2VQ5qB5q7fW13kBEgI","Scrape","spotify:artist:4ufkY8hmhmYl4aCnzv3dLE","Deadcrow","spotify:album:7FK6Ckjh0cH5af31ZsMi1J","Scrape / Concrete","1","1","282857","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-07T16:39:17Z"
"spotify:track:7ugNT5NG6h1xQpT3OWPoXw","Concrete","spotify:artist:4ufkY8hmhmYl4aCnzv3dLE","Deadcrow","spotify:album:7FK6Ckjh0cH5af31ZsMi1J","Scrape / Concrete","1","2","315428","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-07T16:39:17Z"
"spotify:track:1uvO1PCdWAQi6LpbQlUHbu","This Damn Feeling","spotify:artist:7gdAc6xAf30x3jD2UFbKK7","Opus","spotify:album:6hs8Rd1KgE1mgp1GyBQori","This Damn Feeling","1","1","318133","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-08T10:09:14Z"
"spotify:track:06WwAE8l68nwCcP79XXMgn","Day & Age","spotify:artist:7gdAc6xAf30x3jD2UFbKK7","Opus","spotify:album:6hs8Rd1KgE1mgp1GyBQori","This Damn Feeling","1","2","283853","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-08T10:09:14Z"
"spotify:track:16IGgPx0Oj8HRU3lwIC4uf","Ghost","spotify:artist:7gdAc6xAf30x3jD2UFbKK7","Opus","spotify:album:6hs8Rd1KgE1mgp1GyBQori","This Damn Feeling","1","3","297133","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-08T10:09:14Z"
"spotify:track:57ra9Yz3ND8di7KGE7776q","Renegade","spotify:artist:7gdAc6xAf30x3jD2UFbKK7","Opus","spotify:album:6hs8Rd1KgE1mgp1GyBQori","This Damn Feeling","1","4","262173","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-08T10:09:14Z"
"spotify:track:0VgdvqfNoH6ZxV5o4rL6un","Ambi","spotify:artist:4YPtGSer88DeRpoxgJu1MY","Ninety","spotify:album:0RdSOu8vCl7gJZorldgSyF","Ambi","1","1","274285","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-12T20:32:22Z"
"spotify:track:4ewk1K1FMAHoXY3qamwXra","Silk","spotify:artist:4YPtGSer88DeRpoxgJu1MY","Ninety","spotify:album:0RdSOu8vCl7gJZorldgSyF","Ambi","1","2","246857","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-12T20:32:22Z"
"spotify:track:1nITSAaOfIz4gaYr4Sj3YK","Grace","spotify:artist:4YPtGSer88DeRpoxgJu1MY","Ninety","spotify:album:0RdSOu8vCl7gJZorldgSyF","Ambi","1","3","288000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-12T20:32:22Z"
"spotify:track:7MVbKROf4Roz4vg0Alo039","Negative","spotify:artist:4YPtGSer88DeRpoxgJu1MY","Ninety","spotify:album:0RdSOu8vCl7gJZorldgSyF","Ambi","1","4","329142","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-12T20:32:22Z"
"spotify:track:6NPRcKOYbD2rp8AVJr8VPp","Temple Song","spotify:artist:0FMVRZoqFz1qAEvdJiEh7A","Versa","spotify:album:6Q6xk4g9MaMjO2SmWB6Wdx","Temple Song","1","1","358864","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-12T20:55:22Z"
"spotify:track:5KahhpDIHiO04stFXT27ep","Breakthrough","spotify:artist:0FMVRZoqFz1qAEvdJiEh7A","Versa","spotify:album:6Q6xk4g9MaMjO2SmWB6Wdx","Temple Song","1","2","232846","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-12T20:55:22Z"
"spotify:track:1Vg2lyRXb2hm3fW4NjylOJ","Biosphere","spotify:artist:0FMVRZoqFz1qAEvdJiEh7A","Versa","spotify:album:6Q6xk4g9MaMjO2SmWB6Wdx","Temple Song","1","3","273712","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-12T20:55:22Z"
"spotify:track:1pHlX6nsUCvOiLRzW3XIS7","World Struggle","spotify:artist:2DH9uKQB9QjuTxzq5SR6sV, spotify:artist:6sRrAdkYW65ZxnAJJqvFtN","Babe Roots, Danny Coxson","spotify:album:4eszaHDmODUNXu6rxrR73w","Music Mission","1","3","284905","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-12T20:57:09Z"
"spotify:track:5ealfMGZ3BLaImuh8BNu1g","Music Mission","spotify:artist:2DH9uKQB9QjuTxzq5SR6sV, spotify:artist:3zw5QhSX6HD8hemigtZx3t","Babe Roots, Galas","spotify:album:4eszaHDmODUNXu6rxrR73w","Music Mission","1","1","283182","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-12T20:57:18Z"
"spotify:track:6npHgfwMutuhOlExKLtfCn","Garvey","spotify:artist:5vdT5HnfZZMsPwy9XtM1ud","Biome","spotify:album:3U2RVUEDQETZackgcqZvYK","They Know EP","1","1","373273","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-12T21:01:41Z"
"spotify:track:66gauSpZ4x64wpealSbWnd","Six Degrees","spotify:artist:23LqlHZ1oiZIXBds7uq7F9","Kryptic Minds","spotify:album:3QjTzjXk6xtHkeNOp3662w","One of Us (2020 Remaster)","1","6","346200","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-15T18:32:43Z"
"spotify:track:644q8Veoby830k4wPWmyOs","One Take Jake","spotify:artist:5dVua2HdrY1VlbPh6OM9KZ, spotify:artist:1DkOCqNOXF7O0yMdBIWH2u","The Gaslamp Killer, Roberto Schilling","spotify:album:1ucWhnOYkhw6oef5zrvSQx","Heart Math","1","2","125355","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-16T18:06:05Z"
"spotify:track:1dvGqaCVemrH8RxYT6npDE","Gibberish - VIP","spotify:artist:3UYGLozzkm5W6FtmElJbBL, spotify:artist:0Dk9atH2YtBzyWlxu5VpyC","Surreal, Somah","spotify:album:2myzbKwqGeWzX3L7fvRQm6","DUPLOC SELECTS (bonus)","1","1","284571","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-22T08:27:02Z"
"spotify:track:2v30qD7yaBCAHy92RVxcrh","Speak Numbers","spotify:artist:5iCCchx08AOJTQOg0IuAUd","DE-TÜ","spotify:album:4JVVMeODx1ULyVfHkZO3aK","Speak Numbers","1","1","280742","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-27T14:18:52Z"
"spotify:track:6BppdXc58p1olBJhpNfQAC","Stay Low","spotify:artist:5iCCchx08AOJTQOg0IuAUd","DE-TÜ","spotify:album:4JVVMeODx1ULyVfHkZO3aK","Speak Numbers","1","2","194630","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-27T14:18:52Z"
"spotify:track:5VaNQ8k1Hw4gUYjtzjkPFo","Come To Play","spotify:artist:5iCCchx08AOJTQOg0IuAUd","DE-TÜ","spotify:album:4JVVMeODx1ULyVfHkZO3aK","Speak Numbers","1","3","280942","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-08-27T14:18:52Z"
"spotify:track:3HxOGz0yCfDS8RCWqZbTNj","Natural Charge","spotify:artist:1ICQEDALtLouPV8yEaJXVb","Loefah","spotify:album:2lr9scpJPuoQs9XFbIMZQI","Natural Charge / Crack Bong Rmx","1","1","270326","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-02T07:10:27Z"
"spotify:track:6pQVhFRJCiJhhY6TrZUIUk","Left Behind - VIP","spotify:artist:7ygSJBM6sZ0vXGJvjnL1V5","ENiGMA Dubz","spotify:album:6uLiMQBlZ2UqBtyEGRTR1Z","DUPPLATES (bonus)","1","2","253714","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-04T05:23:39Z"
"spotify:track:2cQ5RY26NCK1o4GeyB1YmR","Stakeout","spotify:artist:2ZUJPPIpRK31hReRC22ZmT","Commodo","spotify:album:63I9FNJ021zDeMAIp1YcAU","Stakeout","1","1","230857","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-04T16:03:50Z"
"spotify:track:34MIwjKj1kewFDYQ6gGQCa","Icy Veins","spotify:artist:7G1qrUadh0ugQxOusQZVYi, spotify:artist:36uLEmSCCNgCl4Cx9RhhxO","Pharma, FLO","spotify:album:3gwPBEruxNZFGmlReKBAwM","Symbiotic Link","1","3","222004","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-09T05:15:15Z"
"spotify:track:47vSKadIg0zLjSWeC5h0gQ","Hardcore Dub Music","spotify:artist:5H9FqVLOnIpSeK5KYoVFRD","Von D","spotify:album:3evUVGdg6JjBoN3SWALPYR","Hardcore Dub Music / Sly Clap","1","1","291777","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-11T06:15:54Z"
"spotify:track:4LixVfTP6KmqseqzRGr4b5","Reach","spotify:artist:7gdAc6xAf30x3jD2UFbKK7","Opus","spotify:album:3h6UXcb6cSwuPEOndsc18a","Crumble","1","3","277285","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-11T07:30:56Z"
"spotify:track:6A5QpNRb8GnxxZKYFkOdKr","Huckster","spotify:artist:0eCyzkr1zD0BuupAaUjDYL","Sibla","spotify:album:1tUmPZFcO4noGyqm4Vwzo3","You Know What","1","2","340914","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-11T07:42:48Z"
"spotify:track:4GfZCBx1KxZzbmZrcN3Prw","Thug - FLO Repaint","spotify:artist:6IKcdvB03LQUv1N9OdV0sL, spotify:artist:1attUnFpqAUYEyElxCAYli","Glume, FLO","spotify:album:6XNHNQKEoU9zWLHN4vNcee","Thug VIP & Remixes","1","2","198760","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-11T08:26:59Z"
"spotify:track:6k94VcQgXK8ydAY2SWrywN","Gyroscope","spotify:artist:5vdT5HnfZZMsPwy9XtM1ud, spotify:artist:6Z9jFhogCbjbbzlHlE2MIn, spotify:artist:22zTDDhRWSaYtHlMHaz1Ej","Biome, Cartridge, Lampa","spotify:album:0GTTz1x8lIto9JtISJjE0M","Gyroscope","1","1","279999","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-18T04:43:19Z"
"spotify:track:1bkhGDd5Mms1fTsZBt094u","Shutdown - Mystic State Remix","spotify:artist:2NskCY8L26IYipQhRWousM, spotify:artist:052KAntc3fhUFwUgewa3Q4","Sukh Knight, Mystic State","spotify:album:1gCB5sGexL3KtN1SVS0WAX","Diesel Not Petrol Remix EP","1","3","363428","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-18T15:05:05Z"
"spotify:track:7bYR1gHBKhJUm7vYvJZYrn","Smoke & Mirrors","spotify:artist:4EtCpNKcQ3JXXm5essTfPE","Sleeper","spotify:album:0kPF068Kck5IPfylbJoWY5","Smoke & Mirrors","1","3","314598","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-22T10:17:47Z"
"spotify:track:5tNpsRake1yOYK9vbil1cg","Keygen","spotify:artist:5eUlRqUYUY2rsuw7ZWTXTK","Sir Hiss","spotify:album:14whLR5DFGO3KwfBkZ89kY","Keygen EP","1","1","209154","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-23T09:35:52Z"
"spotify:track:4ZwLq23Rnb7jDzqYP7yqp4","Anatolian Heartland","spotify:artist:5eUlRqUYUY2rsuw7ZWTXTK","Sir Hiss","spotify:album:14whLR5DFGO3KwfBkZ89kY","Keygen EP","1","2","260958","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-23T09:35:57Z"
"spotify:track:5CSrXJTuARl81tJ4eqfiqC","First - Aztek Remix","spotify:artist:5VbV0tflorGeT9DK1i6bJp, spotify:artist:2QpN0xVlAqhKyE2qDTl8MW","J. Kong, Aztek","spotify:album:1TicqM58Li4Us7RXjDQ0wi","Simple Pleasures","1","3","229206","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-09-25T09:36:23Z"
"spotify:track:1fWoclWWWKRVthBqLgsRRw","Kombat","spotify:artist:5vdT5HnfZZMsPwy9XtM1ud","Biome","spotify:album:4aUxa99WKCipAy2jX43Uvd","Unity","1","3","288000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-02T09:15:36Z"
"spotify:track:6NktAMNHPP7PrbIEKBNdXe","From Grace","spotify:artist:1QIsqRCQF41GrHNxjiZYXN","Woven Thorns","spotify:album:6VO5QNttOQ8lQO2LRhQxcr","From Grace","1","1","277627","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-03T05:22:01Z"
"spotify:track:23q6iJDkLOAnzIiF6GehrZ","Long Way Home","spotify:artist:2l8R6gF2Q2mllAsElCvjK0","Hi5ghost","spotify:album:3t9cTd5cjJ4iUnBGhmPmEH","Hi5ghost x Saule","1","1","309750","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-03T07:49:56Z"
"spotify:track:6GL0aGKU2Tks2oI9b7x5dZ","Righteous","spotify:artist:2vnlhEYTh2K1O3NZE2ONiz","J:Kenzo","spotify:album:2Zxl0M5lWQazB3FXxHxltm","Acid Trip (J:Kenzo Remix) / The Righteous","1","2","323582","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-09T13:32:44Z"
"spotify:track:3qicttKNolf9Aqz2kJDjSf","Pharaoh","spotify:artist:4A9feJcx2yF5xOvO0j0izV","Senncoria","spotify:album:5I7hLRARbQ0sQFn2H3TfhL","The Myth","1","2","284571","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-10T08:21:30Z"
"spotify:track:6k9u9UdfadYvwXRgFV8JQJ","Causatum","spotify:artist:69jetPJpQ1qiD5sYOwQjDw, spotify:artist:66SJhirDGiBwr3tfvu3a0t","Thelem, Onhell","spotify:album:2JKN3O5eK2tpWK2xqHLv08","Analogic EP","1","2","197217","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-10T14:32:03Z"
"spotify:track:5C2qxdUK2C5quZODxa1kvI","Officer","spotify:artist:59JAzQyaKgLeb901J5pVS0","Proove","spotify:album:26fkcsr3l7nSIw7423lKZI","Lowline","1","3","315725","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-11T15:32:26Z"
"spotify:track:31KnJc5mjwo7AmRAKdN6Lb","Fist Of God","spotify:artist:4OqPeOCwcAAv202awgi5lQ","Arkham Sound","spotify:album:6aOnjBPXVUWtIivnClv3HK","Fist Of God","1","1","252086","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-11T15:50:00Z"
"spotify:track:0qxcrxQYorvcuFeefFtuq6","Obstacles","spotify:artist:5H9FqVLOnIpSeK5KYoVFRD","Von D","spotify:album:3k4NrjqrsxhTqueiAbS21F","Obstacles","1","1","303322","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-14T20:27:52Z"
"spotify:track:7kbQKT4eu8cjwcMRukigTC","Ace of Swords","spotify:artist:2OXdpdW6bVr6pr4QZFA70Q","JFO","spotify:album:2XpuW2iElmGFYQLq5rKp5W","Ace of Swords","1","1","298485","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-16T13:26:07Z"
"spotify:track:5AHWPb4BXarcHHL5xIkaLc","Shellen","spotify:artist:4a1Zc81NO5tQd8687YJMKP","Hertz","spotify:album:0xI5w8tMKRrjQ7aWoO55EK","Eastern Light","1","6","276000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-24T18:40:24Z"
"spotify:track:13ZFVNvlAj8zFRRDFz4WqZ","Highlander","spotify:artist:22zTDDhRWSaYtHlMHaz1Ej, spotify:artist:49uVKQUlUSOCOb7um1GZn5","Lampa, Gnasha","spotify:album:5vOqMbkmzIXiPzjZtPTEFY","Celestial","1","3","314142","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-24T18:56:36Z"
"spotify:track:0oUbxy6q9Of9B2HTFsVJQb","Let Down","spotify:artist:5H9FqVLOnIpSeK5KYoVFRD, spotify:artist:3RFGy8Gikbm1gT9yTGkXfQ","Von D, Arta","spotify:album:68SJQK1l7kWi1bAlwkHWFZ","DOR007","1","2","340266","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-30T07:25:09Z"
"spotify:track:0xdWjJPE8LJX4sG7ME3jVa","Bandito","spotify:artist:4wWfYdNk6HoUerpMqDosYc","Head Space","spotify:album:1Papswo3hP46p8NJM7umcv","Bandito","1","1","316426","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-30T07:37:23Z"
"spotify:track:2gImkzRgjqBuodhsHWzZqG","Cloud Chamber - Kromestar & N-Type Remix","spotify:artist:3pjzkDnAfgjBawWMkfzSxn, spotify:artist:0KcQg2Xc2IMImvAKbpZlhO, spotify:artist:2L3xOZQKjlT0Hb2QpTM4XY","Jake Marlow, Kromestar, N-Type","spotify:album:3HV3upwZ76ZtzUux0lvLPw","Cloud Chamber (Kromestar & N-Type Remix)","1","1","366450","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-30T08:09:32Z"
"spotify:track:7FND4ZZ7lTWltZe7ckIiQj","Our Story","spotify:artist:1j75qtw3hNfeuQins37W7c","With Bear","spotify:album:1wcyVmd0K3ysItv2KUBzVe","Keep Deep Presents, Vol. 2","1","3","321807","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-31T08:19:27Z"
"spotify:track:6rJm7kNedoCeWX7JsjeDEM","Palpatine","spotify:artist:5SmIU4MuH2zaMxVG1g5tZj","FETT","spotify:album:2ZzX28x7o6aG1i2QIA21yu","Spirits","1","2","388285","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-10-31T08:25:20Z"
"spotify:track:33Y7UeLlpYc4921SSPt7Gf","Have Mercy","spotify:artist:1UK5udmBHLoqxGrikN7bPO","Beatsforbeaches","spotify:album:27cR6DTA0ryffQSsxl6jGN","Have Mercy EP","1","1","260000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-03T20:10:37Z"
"spotify:track:08CwDotL8uxKAI4j4bkIgC","Whoo","spotify:artist:1UK5udmBHLoqxGrikN7bPO","Beatsforbeaches","spotify:album:27cR6DTA0ryffQSsxl6jGN","Have Mercy EP","1","2","250000","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-03T20:11:00Z"
"spotify:track:278wEpuPAgVm1btDZP3RGl","Ketel - TMSV remix","spotify:artist:0mfu0QSlPDMgCNNskqdDDY, spotify:artist:4JMye18gQjYis7boz7XWyC, spotify:artist:3gy5cNrDadVI5kDFcYgelE","Sweepa, Francesco Paolo Tosti, TMSV","spotify:album:2RqHbZItHzn9vvolLxoyMa","Ketel (TMSV remix)","1","1","257142","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-05T19:19:32Z"
"spotify:track:5JNcWeH1QD0vmeACoZnsyJ","The Ghastly Grinner","spotify:artist:45ME91Qyv7XQQk0SBaSxgQ","Oddkut","spotify:album:7KTpfjtPFcx0TojmvXDSNc","The Ghastly Grinner / Oblivion","1","1","278718","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-06T05:45:13Z"
"spotify:track:0SovvykGF6Gz3JAPEkXtfV","Eagle","spotify:artist:3wCMW7RUGv6X3ZduZxiFYW","Kercha","spotify:album:09gfHMkZssrOKemloJb0LX","Broken Illusions","1","1","281905","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-06T19:40:57Z"
"spotify:track:6DSBL3XIhck3qAs02u2fvr","Frozen","spotify:artist:3wCMW7RUGv6X3ZduZxiFYW","Kercha","spotify:album:09gfHMkZssrOKemloJb0LX","Broken Illusions","1","2","241006","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-07T07:20:49Z"
"spotify:track:66965eDAmECOeSKKcODxo8","Broken Illusions","spotify:artist:3wCMW7RUGv6X3ZduZxiFYW","Kercha","spotify:album:09gfHMkZssrOKemloJb0LX","Broken Illusions","1","3","253830","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-07T07:21:02Z"
"spotify:track:7tPfSMVAl3siiEWiUFl2Bm","Toll","spotify:artist:1Nz3cFW2b2b7JitffqTt91","Traces","spotify:album:197CVo2y8VHACcYM1ks2aW","Psychopath","1","3","282600","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-08T06:15:27Z"
"spotify:track:1dpL9nkIgsqzXskVvc77fM","Oblivion","spotify:artist:45ME91Qyv7XQQk0SBaSxgQ, spotify:artist:4cJT4RFfimR7yQ7uwjvNjg","Oddkut, Dub Beans","spotify:album:7KTpfjtPFcx0TojmvXDSNc","The Ghastly Grinner / Oblivion","1","2","278153","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-08T06:34:59Z"
"spotify:track:18pQta4lauKLloV1htyEIP","Fear","spotify:artist:65APo3ShulOtS1XNzIcoiN","Isded","spotify:album:72Lza59nUr5a2CGF6Khs0u","Fear EP","1","1","256524","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-08T15:39:05Z"
"spotify:track:6xpmiBBvulfRDtybSK6qqN","Knowledges","spotify:artist:2AgXuVMVlgdtJtHzBKzwVT, spotify:artist:5nR6SzYpEXdbRHRAJIO4aZ","TheSK, Hubwar","spotify:album:5zoWlf4tcmtFGfFaOrXj4n","Creatures","1","3","335589","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-08T15:48:26Z"
"spotify:track:6a92PjsCJ7ZgVGDp6g5TwV","Silk Road","spotify:artist:50fccMrp2zhFFghqN6JIp8","Ourman","spotify:album:0HpXz2TOv5OhHVtPYHwPvK","Double Vision","1","2","277714","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-08T19:45:40Z"
"spotify:track:07p29UPqyGspsLCPPLLBjP","The Marble","spotify:artist:6NimYcmH5IVjBQamSlRDdQ","Two Rangers","spotify:album:091TqmoH7uiosQvvtU3MGG","Two Rangers","1","4","336973","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-10T21:03:35Z"
"spotify:track:1zgfYj5A10wth9c4vajTG9","Love Pods","spotify:artist:39o1PEHoC5IYfzgYG1Vjx0","WZ","spotify:album:6HcKHsBS5BbFS2oNLjOdQY","FKxF/WZ","1","5","308337","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-10T21:28:58Z"
