"Track URI","Track Name","Artist URI","Artist Name","Album URI","Album Name","Disc Number","Track Number","Track Duration (ms)","Added By","Added At"
"spotify:track:1bCwJ2Ava1NfbAb6t1ezFG","Biome","spotify:artist:4NZ65n33FBA0UvkDoGRqTZ","LT","spotify:album:6Fjw0DCEVsWwdDxhjnc4O4","Biome","1","1","380106","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T07:49:33Z"
"spotify:track:4TUpOdUxBIQdaYNtLF0PNf","Back To The Old Days","spotify:artist:6QzNZv95Ql8TJ7PsHvOvZS","Wayward","spotify:album:2MN7UAYZ2VlTAiHidu3xNo","Back To The Old Days","1","1","262920","spotify:user:j4ryg5c3ah6g3g498kbuhtdxz","2020-11-20T08:55:36Z"
